iteration,Episode_Reward/action_rate_l2,Episode_Reward/joint_limit,Episode_Reward/motion_body_ang_vel,Episode_Reward/motion_body_lin_vel,Episode_Reward/motion_body_ori,Episode_Reward/motion_body_pos,Episode_Reward/motion_global_root_ori,Episode_Reward/motion_global_root_pos,Episode_Reward/motion_joint_pos,Episode_Reward/motion_joint_vel,Episode_Termination/anchor_ori,Episode_Termination/anchor_pos,Episode_Termination/clip_end,Episode_Termination/ee_body_pos,Episode_Termination/fallen,Episode_Termination/incidental_bat_support,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/motion/error_anchor_ang_vel,Metrics/motion/error_anchor_lin_vel,Metrics/motion/error_anchor_pos,Metrics/motion/error_anchor_rot,Metrics/motion/error_body_ang_vel,Metrics/motion/error_body_lin_vel,Metrics/motion/error_body_pos,Metrics/motion/error_body_rot,Metrics/motion/error_joint_pos,Metrics/motion/error_joint_vel,Metrics/motion/sampling_entropy,Metrics/motion/sampling_top1_bin,Metrics/motion/sampling_top1_prob,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward,reward/action_rate_l2,reward/joint_limit,reward/motion_body_ang_vel,reward/motion_body_lin_vel,reward/motion_body_ori,reward/motion_body_pos,reward/motion_global_root_ori,reward/motion_global_root_pos,reward/motion_joint_pos,reward/motion_joint_vel
30,,,,,,,,,,,,,,,,,,-5.477660655975342,1.4999999621068127e-05,-0.047816697508096695,0.005531978793442249,,,,,,,,,,,,,,6.79472017288208,0.017137765884399414,28.0,0.2003738135099411,29.6200008392334,1.8666013479232788,-0.25956398248672485,0.0,0.28847813606262207,0.43681344389915466,0.458614319562912,0.8070693016052246,0.14901171624660492,0.4286745488643646,0.7871331572532654,0.0
31,-0.05966149643063545,0.0,0.06615840643644333,0.10081308335065842,0.10997099429368973,0.1838647574186325,0.03653550148010254,0.09782546758651733,0.17880576848983765,0.0,0.0,0.0,0.0,1.0,0.0,0.1666666716337204,0.0,-5.4724626541137695,2.2500000341096893e-05,-0.05454624444246292,0.00506323017179966,4.1797027587890625,1.191238522529602,0.2691948115825653,1.105246663093567,5.12671422958374,1.3776603937149048,0.2586257755756378,0.6984167098999023,0.5518674254417419,7.600630283355713,0.0,0.0,0.0,6.26973295211792,0.018033266067504883,30.0,0.2003953456878662,29.649999618530273,1.8698590993881226,-0.2739308178424835,0.0,0.27023598551750183,0.4524165689945221,0.4751698970794678,0.815859317779541,0.14632003009319305,0.4345068633556366,0.7870984077453613,0.0
32,,,,,,,,,,,,,,,,,,-5.470345973968506,1.4999999621068127e-05,-0.04802067205309868,0.00869771372526884,,,,,,,,,,,,,,6.234536170959473,0.016071081161499023,30.0,0.20041294395923615,29.729999542236328,1.874367117881775,-0.26914966106414795,0.0,0.31062182784080505,0.45620426535606384,0.49801942706108093,0.8218701481819153,0.17019878327846527,0.43383482098579407,0.7956544756889343,0.0
33,,,,,,,,,,,,,,,,,,-5.466066837310791,3.3749998692655936e-05,-0.04680175334215164,0.004811808001250029,,,,,,,,,,,,,,6.246354103088379,0.015921831130981445,30.0,0.2004513293504715,29.719999313354492,1.877535104751587,-0.2673182785511017,0.0,0.3205382823944092,0.47044646739959717,0.5197262763977051,0.8291287422180176,0.18591512739658356,0.44209906458854675,0.8065295219421387,0.0
34,,,,,,,,,,,,,,,,,,-5.464026927947998,2.2500000341096893e-05,-0.05807849019765854,0.005797388032078743,,,,,,,,,,,,,,6.264925003051758,0.016157865524291992,30.0,0.20043160021305084,29.809999465942383,1.8849189281463623,-0.27300986647605896,0.0,0.30047062039375305,0.43793782591819763,0.454745888710022,0.8000054955482483,0.15888550877571106,0.4307266175746918,0.7948930263519287,0.0
35,-0.05660158395767212,0.0,0.06802359223365784,0.10043245553970337,0.10776277631521225,0.18037807941436768,0.0374622605741024,0.09654080867767334,0.17432095110416412,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.468543529510498,2.2500000341096893e-05,-0.051618728786706924,0.004798732232302427,3.8978049755096436,1.244791865348816,0.25271525979042053,1.0921573638916016,4.813483238220215,1.347359299659729,0.25471314787864685,0.7016605734825134,0.537754476070404,8.329802513122559,0.0,0.0,0.0,6.216721534729004,0.016221046447753906,30.0,0.20039336383342743,29.84000015258789,1.8893831968307495,-0.26711949706077576,0.0,0.2912183403968811,0.45826461911201477,0.48136425018310547,0.8266990184783936,0.15449300408363342,0.44255852699279785,0.7907330989837646,0.0
36,,,,,,,,,,,,,,,,,,-5.4734320640563965,2.2500000341096893e-05,-0.050373464822769165,0.004486422520130873,,,,,,,,,,,,,,6.354519844055176,0.026079893112182617,30.0,0.20036640763282776,29.8799991607666,1.8940701484680176,-0.25526779890060425,0.0,0.2908591330051422,0.4523611068725586,0.48632752895355225,0.8224974274635315,0.1557559221982956,0.4365207850933075,0.7969562411308289,0.0
37,,,,,,,,,,,,,,,,,,-5.477909564971924,2.2500000341096893e-05,-0.05608836188912392,0.002634613774716854,,,,,,,,,,,,,,6.651035308837891,0.02073216438293457,28.0,0.2003331482410431,29.969999313354492,1.902877688407898,-0.2629372179508209,0.0,0.3412283957004547,0.49654635787010193,0.533907413482666,0.8474803566932678,0.19006122648715973,0.4473648965358734,0.7933915257453918,0.0
38,,,,,,,,,,,,,,,,,,-5.482706546783447,1.4999999621068127e-05,-0.04841285198926926,0.005501193460077047,,,,,,,,,,,,,,6.604826927185059,0.016265153884887695,28.0,0.20030160248279572,30.010000228881836,1.9084872007369995,-0.26658007502555847,0.0,0.3186900317668915,0.4645926058292389,0.49675944447517395,0.8183700442314148,0.17472945153713226,0.4331638514995575,0.8020877242088318,0.0
39,-0.05893753841519356,0.0,0.06883873790502548,0.10438982397317886,0.11182121932506561,0.1853126585483551,0.0376579686999321,0.0976678878068924,0.17651695013046265,0.0,0.0,0.0,0.0,0.800000011920929,0.0,0.4000000059604645,0.0,-5.4871826171875,3.3749998692655936e-05,-0.04562228173017502,0.0035751869436353445,4.9365434646606445,1.0922719240188599,0.25374001264572144,0.9981149435043335,5.098588943481445,1.2976824045181274,0.24577073752880096,0.697771430015564,0.530114471912384,8.760600090026855,0.0,0.0,0.0,6.287415504455566,0.0165863037109375,30.0,0.2002609670162201,30.06999969482422,1.9149000644683838,-0.27209046483039856,-6.882143225084292e-06,0.29197314381599426,0.4543474018573761,0.4681471884250641,0.8133134245872498,0.15008896589279175,0.43050846457481384,0.7820577621459961,0.0
40,,,,,,,,,,,,,,,,,,-5.495880126953125,2.2500000341096893e-05,-0.05550006777048111,0.003976230043917894,,,,,,,,,,,,,,6.205128192901611,0.01638484001159668,30.0,0.20019009709358215,30.190000534057617,1.922466516494751,-0.26289069652557373,-2.4015265807975084e-05,0.2711806297302246,0.44713106751441956,0.4764070212841034,0.8148121237754822,0.1446792334318161,0.43018653988838196,0.7723472714424133,0.0
